,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 18:05:00,5.488888888888889,-5.888888888888889,-20.57777777777778,-11.577777777777778,14.577777777777778,1.8666666666666667,3.8666666666666667,-18.177777777777777,-33.71111111111111,8.0,-3.4,-10.511111111111111
2020-09-23 18:06:00,5.622222222222222,-5.911111111111111,-20.511111111111113,-11.533333333333333,14.444444444444445,1.7555555555555555,3.888888888888889,-18.288888888888888,-33.75555555555555,8.11111111111111,-3.2888888888888888,-10.6
2020-09-23 18:07:00,5.733333333333333,-5.955555555555556,-20.444444444444443,-11.488888888888889,14.333333333333334,1.6666666666666667,3.8666666666666667,-18.4,-33.75555555555555,8.2,-3.1777777777777776,-10.688888888888888
2020-09-23 18:08:00,5.822222222222222,-6.022222222222222,-20.355555555555554,-11.4,14.222222222222221,1.5333333333333334,3.8,-18.511111111111113,-33.8,8.333333333333334,-3.111111111111111,-10.755555555555556
2020-09-23 18:09:00,5.888888888888889,-6.044444444444444,-20.288888888888888,-11.333333333333334,14.133333333333333,1.4,3.7111111111111112,-18.622222222222224,-33.84444444444444,8.422222222222222,-3.0444444444444443,-10.777777777777779
2020-09-23 18:10:00,5.933333333333334,-6.088888888888889,-20.2,-11.266666666666667,14.022222222222222,1.2666666666666666,3.6,-18.755555555555556,-33.86666666666667,8.466666666666667,-2.977777777777778,-10.844444444444445
2020-09-23 18:11:00,5.933333333333334,-6.111111111111111,-20.11111111111111,-11.222222222222221,13.911111111111111,1.1333333333333333,3.511111111111111,-18.88888888888889,-33.86666666666667,8.488888888888889,-2.888888888888889,-10.866666666666667
2020-09-23 18:12:00,5.933333333333334,-6.155555555555556,-20.066666666666666,-11.133333333333333,13.844444444444445,1.0222222222222221,3.3777777777777778,-19.022222222222222,-33.888888888888886,8.488888888888889,-2.8222222222222224,-10.866666666666667
2020-09-23 18:13:00,5.933333333333334,-6.2,-20.022222222222222,-11.022222222222222,13.733333333333333,0.9111111111111111,3.2666666666666666,-19.155555555555555,-33.91111111111111,8.444444444444445,-2.8,-10.822222222222223
2020-09-23 18:14:00,5.888888888888889,-6.2444444444444445,-20.022222222222222,-10.88888888888889,13.644444444444444,0.8222222222222222,3.1333333333333333,-19.288888888888888,-33.888888888888886,8.377777777777778,-2.8,-10.777777777777779
2020-09-23 18:15:00,5.844444444444444,-6.266666666666667,-20.044444444444444,-10.733333333333333,13.555555555555555,0.7111111111111111,3.0,-19.377777777777776,-33.86666666666667,8.28888888888889,-2.8444444444444446,-10.755555555555556
2020-09-23 18:16:00,5.777777777777778,-6.266666666666667,-20.066666666666666,-10.577777777777778,13.511111111111111,0.6444444444444445,2.8666666666666667,-19.466666666666665,-33.84444444444444,8.2,-2.8666666666666667,-10.755555555555556
2020-09-23 18:17:00,5.733333333333333,-6.266666666666667,-20.08888888888889,-10.422222222222222,13.488888888888889,0.6,2.7333333333333334,-19.6,-33.86666666666667,8.066666666666666,-2.911111111111111,-10.733333333333333
2020-09-23 18:18:00,5.711111111111111,-6.2444444444444445,-20.133333333333333,-10.244444444444444,13.466666666666667,0.6,2.6,-19.711111111111112,-33.86666666666667,7.955555555555556,-2.933333333333333,-10.666666666666666
2020-09-23 18:19:00,5.711111111111111,-6.177777777777778,-20.2,-10.044444444444444,13.4,0.6,2.466666666666667,-19.8,-33.84444444444444,7.844444444444444,-2.911111111111111,-10.622222222222222
2020-09-23 18:20:00,5.7555555555555555,-6.088888888888889,-20.266666666666666,-9.866666666666667,13.311111111111112,0.5555555555555556,2.3777777777777778,-19.844444444444445,-33.82222222222222,7.733333333333333,-2.911111111111111,-10.577777777777778
2020-09-23 18:21:00,5.8,-6.022222222222222,-20.288888888888888,-9.644444444444444,13.2,0.4666666666666667,2.2666666666666666,-19.933333333333334,-33.82222222222222,7.666666666666667,-2.9555555555555557,-10.533333333333333
2020-09-23 18:22:00,5.888888888888889,-5.911111111111111,-20.355555555555554,-9.4,13.044444444444444,0.4,2.2,-20.044444444444444,-33.82222222222222,7.6,-2.977777777777778,-10.444444444444445
2020-09-23 18:23:00,5.977777777777778,-5.777777777777778,-20.466666666666665,-9.177777777777777,12.844444444444445,0.3111111111111111,2.1777777777777776,-20.177777777777777,-33.8,7.488888888888889,-3.022222222222222,-10.377777777777778
2020-09-23 18:24:00,6.044444444444444,-5.644444444444445,-20.57777777777778,-8.977777777777778,12.644444444444444,0.2222222222222222,2.1333333333333333,-20.31111111111111,-33.75555555555555,7.4,-3.0444444444444443,-10.333333333333334
2020-09-23 18:25:00,6.111111111111111,-5.488888888888889,-20.68888888888889,-8.733333333333333,12.466666666666667,0.17777777777777778,2.111111111111111,-20.4,-33.71111111111111,7.288888888888889,-3.066666666666667,-10.244444444444444
2020-09-23 18:26:00,6.222222222222222,-5.355555555555555,-20.755555555555556,-8.511111111111111,12.266666666666667,0.13333333333333333,2.0444444444444443,-20.466666666666665,-33.68888888888889,7.155555555555556,-3.088888888888889,-10.155555555555555
2020-09-23 18:27:00,6.355555555555555,-5.177777777777778,-20.844444444444445,-8.28888888888889,12.11111111111111,0.13333333333333333,1.9555555555555555,-20.488888888888887,-33.666666666666664,7.044444444444444,-3.088888888888889,-10.11111111111111
2020-09-23 18:28:00,6.488888888888889,-5.044444444444444,-20.88888888888889,-8.088888888888889,11.933333333333334,0.08888888888888889,1.8888888888888888,-20.533333333333335,-33.644444444444446,6.933333333333334,-3.088888888888889,-10.088888888888889
2020-09-23 18:29:00,6.6,-4.933333333333334,-20.88888888888889,-7.888888888888889,11.777777777777779,0.0,1.8222222222222222,-20.555555555555557,-33.644444444444446,6.822222222222222,-3.088888888888889,-10.044444444444444
2020-09-23 18:30:00,6.733333333333333,-4.822222222222222,-20.933333333333334,-7.733333333333333,11.644444444444444,-0.08888888888888889,1.7333333333333334,-20.57777777777778,-33.68888888888889,6.7555555555555555,-3.0444444444444443,-10.044444444444444
2020-09-23 18:31:00,6.866666666666666,-4.666666666666667,-20.955555555555556,-7.6,11.533333333333333,-0.17777777777777778,1.6666666666666667,-20.622222222222224,-33.733333333333334,6.688888888888889,-3.0,-10.066666666666666
2020-09-23 18:32:00,6.977777777777778,-4.511111111111111,-20.977777777777778,-7.444444444444445,11.444444444444445,-0.26666666666666666,1.6,-20.622222222222224,-33.75555555555555,6.622222222222222,-2.9555555555555557,-10.133333333333333
2020-09-23 18:33:00,7.111111111111111,-4.355555555555555,-21.0,-7.288888888888889,11.4,-0.35555555555555557,1.511111111111111,-20.622222222222224,-33.77777777777778,6.555555555555555,-2.911111111111111,-10.222222222222221
2020-09-23 18:34:00,7.2,-4.2444444444444445,-21.0,-7.111111111111111,11.311111111111112,-0.4222222222222222,1.4222222222222223,-20.57777777777778,-33.77777777777778,6.533333333333333,-2.888888888888889,-10.311111111111112
2020-09-23 18:35:00,7.2444444444444445,-4.155555555555556,-20.977777777777778,-6.933333333333334,11.244444444444444,-0.4444444444444444,1.3777777777777778,-20.533333333333335,-33.77777777777778,6.511111111111111,-2.8444444444444446,-10.444444444444445
2020-09-23 18:36:00,7.288888888888889,-4.044444444444444,-20.933333333333334,-6.711111111111111,11.2,-0.4222222222222222,1.288888888888889,-20.488888888888887,-33.75555555555555,6.466666666666667,-2.7777777777777777,-10.577777777777778
2020-09-23 18:37:00,7.333333333333333,-3.911111111111111,-20.88888888888889,-6.511111111111111,11.177777777777777,-0.4,1.2222222222222223,-20.42222222222222,-33.733333333333334,6.444444444444445,-2.688888888888889,-10.71111111111111
2020-09-23 18:38:00,7.333333333333333,-3.7777777777777777,-20.844444444444445,-6.288888888888889,11.155555555555555,-0.4,1.1555555555555554,-20.355555555555554,-33.68888888888889,6.4,-2.6,-10.8
2020-09-23 18:39:00,7.311111111111111,-3.6666666666666665,-20.822222222222223,-6.044444444444444,11.11111111111111,-0.37777777777777777,1.0444444444444445,-20.288888888888888,-33.666666666666664,6.333333333333333,-2.488888888888889,-10.88888888888889
2020-09-23 18:40:00,7.2444444444444445,-3.5555555555555554,-20.8,-5.777777777777778,11.044444444444444,-0.35555555555555557,0.9111111111111111,-20.244444444444444,-33.62222222222222,6.288888888888889,-2.3555555555555556,-10.977777777777778
2020-09-23 18:41:00,7.222222222222222,-3.466666666666667,-20.8,-5.511111111111111,10.977777777777778,-0.35555555555555557,0.7777777777777778,-20.155555555555555,-33.53333333333333,6.266666666666667,-2.2444444444444445,-11.066666666666666
2020-09-23 18:42:00,7.2,-3.3777777777777778,-20.822222222222223,-5.288888888888889,10.911111111111111,-0.35555555555555557,0.6666666666666666,-20.11111111111111,-33.4,6.266666666666667,-2.1333333333333333,-11.133333333333333
2020-09-23 18:43:00,7.177777777777778,-3.311111111111111,-20.822222222222223,-5.022222222222222,10.844444444444445,-0.4,0.5555555555555556,-20.022222222222222,-33.24444444444445,6.288888888888889,-2.022222222222222,-11.155555555555555
2020-09-23 18:44:00,7.155555555555556,-3.2,-20.866666666666667,-4.8,10.822222222222223,-0.4444444444444444,0.4888888888888889,-19.88888888888889,-33.08888888888889,6.288888888888889,-1.8888888888888888,-11.177777777777777
2020-09-23 18:45:00,7.133333333333334,-3.066666666666667,-20.91111111111111,-4.622222222222222,10.844444444444445,-0.5111111111111111,0.37777777777777777,-19.711111111111112,-32.93333333333333,6.333333333333333,-1.7777777777777777,-11.177777777777777
2020-09-23 18:46:00,7.133333333333334,-2.977777777777778,-20.977777777777778,-4.4222222222222225,10.822222222222223,-0.5555555555555556,0.28888888888888886,-19.533333333333335,-32.75555555555555,6.377777777777778,-1.6444444444444444,-11.155555555555555
2020-09-23 18:47:00,7.088888888888889,-2.8444444444444446,-21.044444444444444,-4.222222222222222,10.8,-0.6,0.2222222222222222,-19.4,-32.53333333333333,6.4,-1.4666666666666666,-11.155555555555555
2020-09-23 18:48:00,7.0,-2.7333333333333334,-21.11111111111111,-4.022222222222222,10.777777777777779,-0.6222222222222222,0.13333333333333333,-19.288888888888888,-32.28888888888889,6.4222222222222225,-1.2666666666666666,-11.133333333333333
2020-09-23 18:49:00,6.933333333333334,-2.6222222222222222,-21.155555555555555,-3.7777777777777777,10.733333333333333,-0.6444444444444445,0.022222222222222223,-19.177777777777777,-32.0,6.466666666666667,-1.0666666666666667,-11.066666666666666
2020-09-23 18:50:00,6.822222222222222,-2.488888888888889,-21.244444444444444,-3.511111111111111,10.71111111111111,-0.6444444444444445,-0.06666666666666667,-19.044444444444444,-31.711111111111112,6.511111111111111,-0.8666666666666667,-10.977777777777778
2020-09-23 18:51:00,6.733333333333333,-2.3777777777777778,-21.333333333333332,-3.2222222222222223,10.688888888888888,-0.6222222222222222,-0.13333333333333333,-18.91111111111111,-31.4,6.511111111111111,-0.6666666666666666,-10.911111111111111
2020-09-23 18:52:00,6.644444444444445,-2.2444444444444445,-21.42222222222222,-2.9555555555555557,10.622222222222222,-0.6222222222222222,-0.2,-18.755555555555556,-31.133333333333333,6.511111111111111,-0.4666666666666667,-10.822222222222223
2020-09-23 18:53:00,6.6,-2.066666666666667,-21.555555555555557,-2.7333333333333334,10.555555555555555,-0.5777777777777777,-0.24444444444444444,-18.622222222222224,-30.844444444444445,6.511111111111111,-0.2222222222222222,-10.71111111111111
2020-09-23 18:54:00,6.5777777777777775,-1.8888888888888888,-21.68888888888889,-2.488888888888889,10.511111111111111,-0.5555555555555556,-0.28888888888888886,-18.533333333333335,-30.57777777777778,6.555555555555555,0.0,-10.6
2020-09-23 18:55:00,6.5777777777777775,-1.7333333333333334,-21.866666666666667,-2.2888888888888888,10.488888888888889,-0.5111111111111111,-0.3333333333333333,-18.444444444444443,-30.31111111111111,6.622222222222222,0.2222222222222222,-10.466666666666667
2020-09-23 18:56:00,6.5777777777777775,-1.6,-22.08888888888889,-2.0444444444444443,10.466666666666667,-0.4444444444444444,-0.37777777777777777,-18.355555555555554,-30.066666666666666,6.688888888888889,0.4444444444444444,-10.333333333333334
2020-09-23 18:57:00,6.5777777777777775,-1.4222222222222223,-22.266666666666666,-1.8,10.4,-0.4,-0.4222222222222222,-18.266666666666666,-29.8,6.7555555555555555,0.6444444444444445,-10.222222222222221
2020-09-23 18:58:00,6.555555555555555,-1.2444444444444445,-22.444444444444443,-1.5333333333333334,10.377777777777778,-0.35555555555555557,-0.4888888888888889,-18.177777777777777,-29.555555555555557,6.844444444444444,0.8666666666666667,-10.155555555555555
2020-09-23 18:59:00,6.5777777777777775,-1.0444444444444445,-22.6,-1.288888888888889,10.311111111111112,-0.3111111111111111,-0.5555555555555556,-18.08888888888889,-29.333333333333332,6.955555555555556,1.0666666666666667,-10.11111111111111
2020-09-23 19:00:00,6.622222222222222,-0.8888888888888888,-22.77777777777778,-1.0222222222222221,10.222222222222221,-0.24444444444444444,-0.6,-18.022222222222222,-29.133333333333333,7.066666666666666,1.3111111111111111,-10.022222222222222
2020-09-23 19:01:00,6.688888888888889,-0.7333333333333333,-22.933333333333334,-0.7777777777777778,10.133333333333333,-0.2222222222222222,-0.6666666666666666,-17.955555555555556,-28.933333333333334,7.133333333333334,1.5333333333333334,-9.955555555555556
2020-09-23 19:02:00,6.733333333333333,-0.5777777777777777,-23.08888888888889,-0.5555555555555556,10.044444444444444,-0.2222222222222222,-0.7555555555555555,-17.844444444444445,-28.711111111111112,7.2,1.7777777777777777,-9.911111111111111
2020-09-23 19:03:00,6.777777777777778,-0.4,-23.2,-0.3333333333333333,9.933333333333334,-0.26666666666666666,-0.8444444444444444,-17.711111111111112,-28.511111111111113,7.288888888888889,1.9777777777777779,-9.88888888888889
2020-09-23 19:04:00,6.844444444444444,-0.2222222222222222,-23.288888888888888,-0.13333333333333333,9.822222222222223,-0.3111111111111111,-0.9333333333333333,-17.6,-28.288888888888888,7.377777777777778,2.1333333333333333,-9.88888888888889
2020-09-23 19:05:00,6.866666666666666,-0.06666666666666667,-23.377777777777776,0.1111111111111111,9.755555555555556,-0.35555555555555557,-1.0222222222222221,-17.511111111111113,-28.11111111111111,7.488888888888889,2.311111111111111,-9.866666666666667
2020-09-23 19:06:00,6.866666666666666,0.08888888888888889,-23.488888888888887,0.35555555555555557,9.71111111111111,-0.35555555555555557,-1.1333333333333333,-17.377777777777776,-27.88888888888889,7.6,2.488888888888889,-9.822222222222223
2020-09-23 19:07:00,6.822222222222222,0.24444444444444444,-23.6,0.5777777777777777,9.71111111111111,-0.35555555555555557,-1.288888888888889,-17.266666666666666,-27.68888888888889,7.688888888888889,2.6666666666666665,-9.822222222222223
2020-09-23 19:08:00,6.7555555555555555,0.37777777777777777,-23.68888888888889,0.8222222222222222,9.71111111111111,-0.37777777777777777,-1.4444444444444444,-17.133333333333333,-27.511111111111113,7.822222222222222,2.8444444444444446,-9.8
2020-09-23 19:09:00,6.711111111111111,0.5111111111111111,-23.733333333333334,1.0444444444444445,9.733333333333333,-0.4,-1.6222222222222222,-17.0,-27.333333333333332,7.977777777777778,3.0,-9.8
2020-09-23 19:10:00,6.644444444444445,0.6222222222222222,-23.77777777777778,1.2222222222222223,9.733333333333333,-0.4666666666666667,-1.7777777777777777,-16.88888888888889,-27.2,8.133333333333333,3.1555555555555554,-9.844444444444445
2020-09-23 19:11:00,6.5777777777777775,0.7333333333333333,-23.844444444444445,1.4222222222222223,9.755555555555556,-0.5111111111111111,-1.8888888888888888,-16.822222222222223,-27.044444444444444,8.333333333333334,3.311111111111111,-9.866666666666667
2020-09-23 19:12:00,6.511111111111111,0.8,-23.88888888888889,1.6,9.777777777777779,-0.5555555555555556,-2.022222222222222,-16.8,-26.91111111111111,8.511111111111111,3.4444444444444446,-9.844444444444445
2020-09-23 19:13:00,6.466666666666667,0.9111111111111111,-23.955555555555556,1.8222222222222222,9.822222222222223,-0.5555555555555556,-2.1555555555555554,-16.755555555555556,-26.77777777777778,8.71111111111111,3.577777777777778,-9.844444444444445
2020-09-23 19:14:00,6.466666666666667,1.0222222222222221,-24.066666666666666,2.088888888888889,9.844444444444445,-0.5555555555555556,-2.2888888888888888,-16.755555555555556,-26.622222222222224,8.88888888888889,3.6666666666666665,-9.866666666666667
2020-09-23 19:15:00,6.444444444444445,1.1555555555555554,-24.177777777777777,2.3555555555555556,9.866666666666667,-0.5333333333333333,-2.422222222222222,-16.711111111111112,-26.444444444444443,9.066666666666666,3.7555555555555555,-9.88888888888889
2020-09-23 19:16:00,6.4,1.288888888888889,-24.288888888888888,2.6,9.844444444444445,-0.5333333333333333,-2.5555555555555554,-16.622222222222224,-26.244444444444444,9.2,3.8,-9.88888888888889
2020-09-23 19:17:00,6.377777777777778,1.4,-24.444444444444443,2.8,9.8,-0.5777777777777777,-2.7111111111111112,-16.533333333333335,-26.022222222222222,9.333333333333334,3.8444444444444446,-9.866666666666667
2020-09-23 19:18:00,6.355555555555555,1.4666666666666666,-24.622222222222224,3.0,9.71111111111111,-0.6,-2.8666666666666667,-16.4,-25.822222222222223,9.444444444444445,3.8666666666666667,-9.844444444444445
2020-09-23 19:19:00,6.377777777777778,1.5333333333333334,-24.844444444444445,3.1555555555555554,9.666666666666666,-0.6222222222222222,-3.022222222222222,-16.266666666666666,-25.6,9.511111111111111,3.8666666666666667,-9.822222222222223
2020-09-23 19:20:00,6.444444444444445,1.6222222222222222,-25.08888888888889,3.311111111111111,9.6,-0.6666666666666666,-3.2,-16.155555555555555,-25.377777777777776,9.577777777777778,3.8666666666666667,-9.755555555555556
2020-09-23 19:21:00,6.488888888888889,1.6888888888888889,-25.377777777777776,3.4444444444444446,9.533333333333333,-0.7333333333333333,-3.3777777777777778,-16.066666666666666,-25.155555555555555,9.666666666666666,3.8444444444444446,-9.666666666666666
2020-09-23 19:22:00,6.555555555555555,1.7555555555555555,-25.622222222222224,3.6222222222222222,9.444444444444445,-0.8222222222222222,-3.577777777777778,-15.955555555555556,-24.933333333333334,9.755555555555556,3.8222222222222224,-9.555555555555555
2020-09-23 19:23:00,6.644444444444445,1.8,-25.844444444444445,3.8222222222222224,9.311111111111112,-0.8888888888888888,-3.8,-15.822222222222223,-24.733333333333334,9.844444444444445,3.7555555555555555,-9.466666666666667
2020-09-23 19:24:00,6.7555555555555555,1.8444444444444446,-26.044444444444444,4.0,9.2,-0.9777777777777777,-4.0,-15.666666666666666,-24.533333333333335,9.933333333333334,3.6666666666666665,-9.377777777777778
2020-09-23 19:25:00,6.866666666666666,1.9333333333333333,-26.244444444444444,4.177777777777778,9.11111111111111,-1.0666666666666667,-4.2,-15.511111111111111,-24.333333333333332,10.022222222222222,3.533333333333333,-9.28888888888889
2020-09-23 19:26:00,6.977777777777778,2.022222222222222,-26.42222222222222,4.377777777777778,9.022222222222222,-1.1111111111111112,-4.4222222222222225,-15.355555555555556,-24.155555555555555,10.066666666666666,3.4,-9.2
2020-09-23 19:27:00,7.133333333333334,2.066666666666667,-26.57777777777778,4.5777777777777775,8.955555555555556,-1.1777777777777778,-4.644444444444445,-15.2,-23.977777777777778,10.088888888888889,3.2222222222222223,-9.088888888888889
2020-09-23 19:28:00,7.311111111111111,2.088888888888889,-26.77777777777778,4.777777777777778,8.844444444444445,-1.2444444444444445,-4.822222222222222,-15.044444444444444,-23.822222222222223,10.11111111111111,3.0444444444444443,-9.0
2020-09-23 19:29:00,7.488888888888889,2.111111111111111,-26.933333333333334,5.0,8.71111111111111,-1.3555555555555556,-5.022222222222222,-14.911111111111111,-23.666666666666668,10.11111111111111,2.888888888888889,-8.911111111111111
2020-09-23 19:30:00,7.688888888888889,2.111111111111111,-27.066666666666666,5.2444444444444445,8.577777777777778,-1.4444444444444444,-5.2,-14.8,-23.488888888888887,10.11111111111111,2.7777777777777777,-8.844444444444445
2020-09-23 19:31:00,7.888888888888889,2.1555555555555554,-27.177777777777777,5.466666666666667,8.488888888888889,-1.511111111111111,-5.4222222222222225,-14.666666666666666,-23.333333333333332,10.088888888888889,2.688888888888889,-8.822222222222223
2020-09-23 19:32:00,8.133333333333333,2.1555555555555554,-27.266666666666666,5.688888888888889,8.355555555555556,-1.5555555555555556,-5.688888888888889,-14.511111111111111,-23.2,10.088888888888889,2.5555555555555554,-8.777777777777779
2020-09-23 19:33:00,8.377777777777778,2.1555555555555554,-27.333333333333332,5.911111111111111,8.222222222222221,-1.5777777777777777,-5.977777777777778,-14.333333333333334,-23.066666666666666,10.066666666666666,2.3777777777777778,-8.71111111111111
2020-09-23 19:34:00,8.622222222222222,2.111111111111111,-27.42222222222222,6.088888888888889,8.066666666666666,-1.5555555555555556,-6.2444444444444445,-14.133333333333333,-22.933333333333334,10.022222222222222,2.2,-8.644444444444444
2020-09-23 19:35:00,8.866666666666667,2.088888888888889,-27.466666666666665,6.222222222222222,7.911111111111111,-1.511111111111111,-6.488888888888889,-13.977777777777778,-22.8,9.933333333333334,2.022222222222222,-8.577777777777778
2020-09-23 19:36:00,9.088888888888889,2.0444444444444443,-27.466666666666665,6.333333333333333,7.8,-1.511111111111111,-6.7555555555555555,-13.844444444444445,-22.711111111111112,9.844444444444445,1.8222222222222222,-8.488888888888889
2020-09-23 19:37:00,9.28888888888889,1.9777777777777779,-27.466666666666665,6.444444444444445,7.711111111111111,-1.4666666666666666,-7.0,-13.71111111111111,-22.57777777777778,9.755555555555556,1.5777777777777777,-8.4
2020-09-23 19:38:00,9.444444444444445,1.9111111111111112,-27.466666666666665,6.6,7.666666666666667,-1.4444444444444444,-7.222222222222222,-13.577777777777778,-22.466666666666665,9.666666666666666,1.3333333333333333,-8.311111111111112
2020-09-23 19:39:00,9.555555555555555,1.8222222222222222,-27.466666666666665,6.711111111111111,7.622222222222222,-1.4444444444444444,-7.444444444444445,-13.444444444444445,-22.31111111111111,9.577777777777778,1.0888888888888888,-8.244444444444444
2020-09-23 19:40:00,9.622222222222222,1.7777777777777777,-27.466666666666665,6.866666666666666,7.5777777777777775,-1.4666666666666666,-7.666666666666667,-13.266666666666667,-22.2,9.466666666666667,0.8222222222222222,-8.155555555555555
2020-09-23 19:41:00,9.71111111111111,1.7333333333333334,-27.42222222222222,7.0,7.533333333333333,-1.511111111111111,-7.888888888888889,-13.133333333333333,-22.066666666666666,9.4,0.5111111111111111,-8.11111111111111
2020-09-23 19:42:00,9.844444444444445,1.6666666666666667,-27.377777777777776,7.133333333333334,7.488888888888889,-1.5777777777777777,-8.11111111111111,-13.022222222222222,-21.933333333333334,9.333333333333334,0.2,-8.044444444444444
2020-09-23 19:43:00,10.0,1.6222222222222222,-27.333333333333332,7.2444444444444445,7.4,-1.6666666666666667,-8.28888888888889,-12.88888888888889,-21.77777777777778,9.28888888888889,-0.08888888888888889,-7.933333333333334
2020-09-23 19:44:00,10.133333333333333,1.5555555555555556,-27.266666666666666,7.333333333333333,7.333333333333333,-1.7555555555555555,-8.422222222222222,-12.8,-21.622222222222224,9.244444444444444,-0.3333333333333333,-7.8
2020-09-23 19:45:00,10.28888888888889,1.5333333333333334,-27.155555555555555,7.4,7.311111111111111,-1.8444444444444446,-8.6,-12.71111111111111,-21.444444444444443,9.177777777777777,-0.6222222222222222,-7.666666666666667
2020-09-23 19:46:00,10.4,1.4666666666666666,-27.08888888888889,7.444444444444445,7.2444444444444445,-1.9333333333333333,-8.755555555555556,-12.622222222222222,-21.244444444444444,9.155555555555555,-0.8666666666666667,-7.533333333333333
2020-09-23 19:47:00,10.511111111111111,1.3555555555555556,-27.044444444444444,7.488888888888889,7.177777777777778,-2.0,-8.866666666666667,-12.555555555555555,-21.044444444444444,9.155555555555555,-1.1555555555555554,-7.377777777777778
2020-09-23 19:48:00,10.6,1.2444444444444445,-27.022222222222222,7.533333333333333,7.088888888888889,-2.066666666666667,-8.955555555555556,-12.488888888888889,-20.844444444444445,9.133333333333333,-1.4,-7.2444444444444445
2020-09-23 19:49:00,10.644444444444444,1.1111111111111112,-27.022222222222222,7.6,7.022222222222222,-2.111111111111111,-9.022222222222222,-12.444444444444445,-20.68888888888889,9.11111111111111,-1.6,-7.066666666666666
2020-09-23 19:50:00,10.688888888888888,0.9777777777777777,-27.022222222222222,7.644444444444445,6.933333333333334,-2.1333333333333333,-9.11111111111111,-12.377777777777778,-20.511111111111113,9.066666666666666,-1.8222222222222222,-6.933333333333334
2020-09-23 19:51:00,10.733333333333333,0.8444444444444444,-27.022222222222222,7.644444444444445,6.866666666666666,-2.1777777777777776,-9.155555555555555,-12.311111111111112,-20.333333333333332,8.977777777777778,-2.0444444444444443,-6.8
2020-09-23 19:52:00,10.822222222222223,0.6888888888888889,-27.022222222222222,7.622222222222222,6.8,-2.2666666666666666,-9.177777777777777,-12.244444444444444,-20.133333333333333,8.88888888888889,-2.2666666666666666,-6.666666666666667
2020-09-23 19:53:00,10.933333333333334,0.5555555555555556,-27.022222222222222,7.6,6.777777777777778,-2.3333333333333335,-9.244444444444444,-12.177777777777777,-19.933333333333334,8.777777777777779,-2.488888888888889,-6.555555555555555
2020-09-23 19:54:00,11.044444444444444,0.4222222222222222,-27.066666666666666,7.6,6.733333333333333,-2.3777777777777778,-9.266666666666667,-12.133333333333333,-19.77777777777778,8.622222222222222,-2.6666666666666665,-6.444444444444445
2020-09-23 19:55:00,11.155555555555555,0.28888888888888886,-27.08888888888889,7.644444444444445,6.733333333333333,-2.4,-9.333333333333334,-12.066666666666666,-19.6,8.466666666666667,-2.8666666666666667,-6.333333333333333
2020-09-23 19:56:00,11.266666666666667,0.2,-27.08888888888889,7.688888888888889,6.7555555555555555,-2.422222222222222,-9.444444444444445,-12.0,-19.4,8.311111111111112,-3.0444444444444443,-6.2444444444444445
2020-09-23 19:57:00,11.333333333333334,0.1111111111111111,-27.11111111111111,7.7555555555555555,6.7555555555555555,-2.488888888888889,-9.511111111111111,-11.911111111111111,-19.177777777777777,8.133333333333333,-3.2,-6.2
2020-09-23 19:58:00,11.355555555555556,0.0,-27.11111111111111,7.822222222222222,6.7555555555555555,-2.5555555555555554,-9.577777777777778,-11.844444444444445,-18.977777777777778,7.933333333333334,-3.3777777777777778,-6.111111111111111
2020-09-23 19:59:00,11.355555555555556,-0.08888888888888889,-27.08888888888889,7.888888888888889,6.7555555555555555,-2.577777777777778,-9.622222222222222,-11.733333333333333,-18.8,7.7555555555555555,-3.533333333333333,-6.0
2020-09-23 20:00:00,11.355555555555556,-0.17777777777777778,-27.066666666666666,8.0,6.711111111111111,-2.6,-9.688888888888888,-11.666666666666666,-18.644444444444446,7.555555555555555,-3.7111111111111112,-5.866666666666666
2020-09-23 20:01:00,11.4,-0.28888888888888886,-27.066666666666666,8.155555555555555,6.711111111111111,-2.577777777777778,-9.755555555555556,-11.644444444444444,-18.488888888888887,7.355555555555555,-3.888888888888889,-5.711111111111111
2020-09-23 20:02:00,11.444444444444445,-0.4,-27.066666666666666,8.355555555555556,6.7555555555555555,-2.5555555555555554,-9.8,-11.666666666666666,-18.333333333333332,7.2,-4.044444444444444,-5.533333333333333
2020-09-23 20:03:00,11.444444444444445,-0.4666666666666667,-27.022222222222222,8.533333333333333,6.844444444444444,-2.577777777777778,-9.822222222222223,-11.733333333333333,-18.2,7.022222222222222,-4.177777777777778,-5.355555555555555
2020-09-23 20:04:00,11.4,-0.4888888888888889,-26.955555555555556,8.755555555555556,6.911111111111111,-2.6222222222222222,-9.844444444444445,-11.844444444444445,-18.11111111111111,6.844444444444444,-4.288888888888889,-5.2
2020-09-23 20:05:00,11.311111111111112,-0.5111111111111111,-26.866666666666667,8.933333333333334,6.977777777777778,-2.6666666666666665,-9.844444444444445,-11.933333333333334,-18.066666666666666,6.622222222222222,-4.4222222222222225,-5.044444444444444
2020-09-23 20:06:00,11.2,-0.4888888888888889,-26.733333333333334,9.088888888888889,7.044444444444444,-2.7111111111111112,-9.844444444444445,-11.977777777777778,-18.044444444444444,6.355555555555555,-4.5777777777777775,-4.911111111111111
